revID,Sentiment,Customer_Review,BookingID
735,1,"also serve indian naan bread hummus spicy pine nut sauce world",735
736,0,"probably never coming back recommend",736
737,0,"friend pasta also bad barely touch",737
738,1,"try airport experience tasty food speedy friendly servic",738
739,1,"love decor chinese calligraphy wall pap",739
740,1,"never anything complain",740
741,1,"restaurant clean family restaurant feel",741
742,0,"way fri",742
743,0,"sure long stood long enough begin feel awkwardly plac",743
744,0,"opened sandwich impressed good way",744
745,0,back,745
746,1,"warm feeling service felt like guest special treat",746
747,1,"extensive menu provides lots options breakfast",747
748,1,"always order vegetarian menu dinner wide array options choos",748
749,0,"watched prices inflate portions get smaller management attitudes grow rapidli",749
750,1,"wonderful lil tapas ambience made feel warm fuzzy insid",750
751,1,"got enjoy seafood salad fabulous vinegrett",751
752,1,"wontons thin thick chewy almost melt mouth",752
753,1,"level spicy perfect spice whelm soup",753
754,1,"sat right time server get go fantast",754
755,0,"main thing enjoy crowd older crowd around mid",755
756,1,"side town definitely spot hit",756
757,0,"wait minutes get drink longer get arepa",757
758,1,"great place eat",758
759,1,"jalapeno bacon soooo good",759
760,0,"service poor thats nic",760
761,1,"food good service good prices good",761
762,0,"place clean food oh stal",762
763,0,"chicken dishes ok beef like shoe leath",763
764,0,"service beyond bad",764
765,1,happi,765
766,0,"tasted like dirt",766
767,1,"one places phoenix would definately go back",767
768,1,"block amaz",768
769,1,"close house low key non fancy affordable prices good food",769
770,1,"hot sour egg flower soups absolutely star",770
771,0,"sashimi poor quality soggy tasteless",771
772,1,"great time family dinner sunday night",772
773,0,"food tasty say real traditional hunan styl",773
774,0,"bother slow servic",774
775,1,"flair bartenders absolutely amaz",775
776,0,"frozen margaritas way sugary tast",776
777,1,"good ordered twic",777
778,0,"nutshell restaraunt smells like combination dirty fish market sew",778
779,0,"girlfriend veal bad",779
780,0,"unfortunately good",780
781,1,"pretty satifying experi",781
782,1,"join club get awesome offers via email",782
783,1,"perfect someone likes beer ice cold case even cold",783
784,0,"bland flavorless good way describing barely tepid meat",784
785,0,"chains fan beat place easili",785
786,1,"nachos must",786
787,0,"coming back",787
788,1,"many words say place everything pretty wel",788
789,1,"staff super nice quick even crazy crowds downtown juries lawyers court staff",789
790,1,"great atmosphere friendly fast servic",790
791,1,"received pita huge lot meat thumb",791
792,0,"food arrives meh",792
793,0,"paying hot dog fries looks like came kid meal wienerschnitzel idea good m",793
794,1,"classic maine lobster roll fantast",794
795,0,"brother law works mall ate day guess sick night",795
796,1,"good going review place twice hereas tribute place tribute event held last night",796
797,1,"chips salsa really good salsa fresh",797
798,1,"place great",798
799,0,"mediocre food",799
800,1,"get inside impressed plac",800
801,0,"super pissd",801
802,1,"service super friendli",802
803,0,"sad little vegetables overcook",803
804,1,"place nice surpris",804
805,1,"golden crispy delici",805
806,0,"high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat",806
807,1,"could eat bruschetta day devin",807
808,0,"single employee came see ok even needed water refill finally served us food",808
809,1,"lastly mozzarella sticks best thing ord",809
810,1,"first time ever came amazing experience still tell people awesome duck",810
811,0,"server negligent needs made us feel unwelcome would suggest plac",811
812,0,"service terrible though",812
813,0,"place overpriced consistent boba really overpr",813
814,0,pack,814
815,1,"love plac",815
816,1,"say desserts yummi",816
817,0,"food terr",817
818,1,"seasonal fruit fresh white peach pure",818
819,0,"kept getting worse worse officially don",819
820,0,"place honestly blown",820
821,0,"definitely would eat",821
822,0,"waste money",822
823,1,"love put food nice plastic containers opposed cramming little paper takeout box",823
824,1,"cr pe delicate thin moist",824
825,0,"awful servic",825
826,0,"ever go",826
827,0,"food quality horr",827
828,0,"price think place would much rather gon",828
829,0,"service fair best",829
830,0,"love sushi found kabuki priced hip servic",830
831,0,"favor stay away dish",831
832,0,"poor servic",832
833,0,"one table thought food average worth wait",833
834,1,"best service food ever maria server good friendly made day",834
835,1,excel,835
836,0,"paid bill tip felt server terrible job",836
837,1,"lunch great experi",837
838,0,"never bland food surprised considering article read focused much spices flavor",838
839,0,"food way overpriced portions fucking smal",839
840,1,"recently tried caballero back every week sinc",840
841,0,"bucks head really expect better food",841
842,1,"food came good pac",842
843,1,"ate twice last visit especially enjoyed salmon salad",843
844,0,back,844
845,0,"could believe dirty oyst",845
846,0,"place deserves star",846
847,0,"would recommend plac",847
848,1,"fact going round stars awesom",848
849,0,"disbelief dish qualified worst version foods ever tast",849
850,0,"bad day low tolerance rude customer service people job nice polite wash dishes otherwis",850
851,1,"potatoes great biscuit",851
852,0,"probably would go",852
853,1,"flavorful perfect amount heat",853
854,1,"price reasonable service great",854
855,0,"wife hated meal coconut shrimp friends really enjoy meals eith",855
856,0,"fella got huevos rancheros look app",856
857,1,"went happy hour great list win",857
858,1,"may say buffet pricey think get pay place getting quite lot",858
859,0,"probably coming back",859
860,0,"worst food servic",860
861,1,"place pretty good nice little vibe restaur",861
862,1,"talk great customer service course back",862
863,0,"hot dishes hot cold dishes close room temp watched staff prepare food bare hands gloves everything deep fried oil",863
864,1,"love fries bean",864
865,1,"always pleasure d",865
866,1,"plethora salads sandwiches everything tried gets seal approv",866
867,1,"place awesome want something light healthy summ",867
868,1,"sushi strip place go",868
869,1,"service great even manager came helped t",869
870,0,"feel dining room college cooking course high class dining service slow best",870
871,0,"started review two stars editing give on",871
872,0,"worst sushi ever eat besides costco",872
873,1,"excellent restaurant highlighted great service unique menu beautiful set",873
874,1,"boyfriend sat bar completely delightful experi",874
875,0,"weird vibe own",875
876,0,"hardly meat",876
877,0,"better bagels grocery stor",877
878,1,"go place gyro",878
879,1,"love owner chef one authentic japanese cool dud",879
880,0,"burgers good pizza used amazing doughy flavorless",880
881,0,"found six inch long piece wire salsa",881
882,0,"service terrible food mediocr",882
883,1,"definately enjoy",883
884,0,"ordered albondigas soup warm tasted like tomato soup frozen meatbal",884
885,0,"three different occasions asked well done medium well three times got bloodiest piece meat pl",885
886,0,"two bites refused eat anymor",886
887,0,"service extremely slow",887
888,0,"minutes wait got t",888
889,1,"seriously killer hot chai latt",889
890,0,"allergy warnings menu waitress absolutely clue meals contain peanut",890
891,1,"boyfriend tried mediterranean chicken salad fell lov",891
892,1,"rotating beers tap also highlight plac",892
893,0,"pricing bit concern mellow mushroom",893
894,0,"worst thai ev",894
895,1,"stay vegas must get breakfast least",895
896,1,"want first say server great perfect servic",896
897,1,"pizza selections good",897
898,1,"strawberry tea good",898
899,0,"highly unprofessional rude loyal patron",899
900,1,"overall great experi",900
901,0,"spend money elsewher",901
902,1,"regular toasted bread equally satisfying occasional pats butter mmmm",902
903,0,"buffet bellagio far anticip",903
904,0,"drinks weak peopl",904
905,0,"order correct",905
906,0,"also feel like chips bought made hous",906
907,0,"disappointing dinner went elsewhere dessert",907
908,1,"chips sals amaz",908
909,0,return,909
910,1,"new fav vegas buffet spot",910
911,0,"seriously cannot believe owner many unexperienced employees running around like chickens heads cut",911
912,0,sad,912
913,0,"felt insulted disrespected could talk judge another human lik",913
914,0,"call steakhouse properly cook steak understand",914
915,0,"impressed concept food",915
916,0,"thing crazy guacamole like pur ",916
917,0,"really nothing postinos hope experience bett",917
918,0,"got food poisoning buffet",918
919,0,"brought fresh batch fries thinking yay something warm",919
920,0,"hilarious yummy christmas eve dinner remember biggest fail entire trip u",920
921,0,"needless say going back anytime soon",921
922,0,"place disgust",922
923,1,"every time eat see caring teamwork professional degre",923
924,0,"ri style calamari jok",924
925,0,"however much garlic fondue barely ed",925
926,0,"could barely stomach meal complain business lunch",926
927,0,"bad lost heart finish",927
928,0,"also took forever bring us check ask",928
929,0,"ones make scene restaurants get definitely lost love on",929
930,0,"disappointing experi",930
931,0,"food par denny say good",931
932,0,"want wait mediocre food downright terrible service plac",932
933,0,"waaaaaayyyyyyyyyy rated say",933
934,0,"going back",934
935,0,"place fairly clean food simply worth",935
936,0,"place lacked styl",936
937,0,"sangria half glass wine full ridicul",937
938,0,"bother com",938
939,0,"meat pretty dry sliced brisket pulled pork",939
940,0,"building seems pretty neat bathroom pretty trippy eat",940
941,0,"equally aw",941
942,0,"probably hurry go back",942
943,0,"slow seating even reserv",943
944,0,"good stretch imagin",944
945,0,"cashew cream sauce bland vegetables undercook",945
946,0,"chipolte ranch dipping sause tasteless seemed thin watered heat",946
947,0,"bit sweet really spicy enough lacked flavor",947
948,0,disappoint,948
949,0,"place horrible way overpr",949
950,0,"maybe vegetarian fare twice thought average best",950
951,0,"busy know",951
952,0,"tables outside also dirty lot time workers always friendly helpful menu",952
953,0,"ambiance feel like buffet setting douchey indoor garden tea biscuit",953
954,0,"con spotty servic",954
955,0,"fries hot neither burg",955
956,0,"came back cold",956
957,0,"food came disappointment ensu",957
958,0,"real disappointment wait",958
959,0,"husband said rude even apologize bad food anyth",959
960,0,"reason eat would fill night binge drinking get carbs stomach",960
961,0,"insults profound deuchebaggery go outside smoke break serving solidifi",961
962,0,"someone orders two tacos think may part customer service ask combo ala cart",962
963,0,"quite disappointed although blame needs placed door",963
964,0,"rave reviews wait eat disappoint",964
965,0,"del taco pretty nasty avoided poss",965
966,0,"hard make decent hamburg",966
967,0,like,967
968,0,"hell go back",968
969,0,"gotten much better service pizza place next door services received restaur",969
970,0,"know big deal place back ya",970
971,0,"immediately said wanted talk manager want talk guy shots fireball behind bar",971
972,0,"ambiance much bett",972
973,0,"unfortunately set us disapppointment entre",973
974,0,"food good",974
975,0,"servers suck wait correction server heimer suck",975
976,0,"happened next pretty put",976
977,0,"bad cause know family owned really wanted like plac",977
978,0,"overpriced get",978
979,0,"vomited bathroom mid lunch",979
980,0,"kept looking time soon become minutes yet still food",980
981,0,"places eat circumstances would ever return tops list",981
982,0,"started tuna sashimi brownish color obviously fresh",982
983,0,"food averag",983
984,0,"sure beat nachos movies would expect little bit coming restaur",984
985,0,"ha long bay bit flop",985
986,0,"problem charge sandwich bigger subway sub offers better amount veget",986
987,0,"shrimp unwrapped live mile brushfire literally ice cold",987
988,0,"lacked flavor seemed undercooked dri",988
989,0,"really impressive place clos",989
990,0,"would avoid place staying mirag",990
991,0,"refried beans came meal dried crusty food bland",991
992,0,"spend money time place els",992
993,0,"lady table next us found live green caterpillar salad",993
994,0,"presentation food aw",994
995,0,"tell disappoint",995
996,0,"think food flavor texture lack",996
997,0,"appetite instantly gon",997
998,0,"overall impressed would go back",998
999,0,"whole experience underwhelming think go ninja sushi next tim",999
1000,0,"wasted enough life poured salt wound drawing time took bring check",1000
